sentence,label
a major part of your life and then they are gone and i do not know that is not really it is never really happened to me before,2
yeah,2
thanks,2
i just it is just not fair,2
i mean they re you know they are upset it is like you know they,2
feel the same way everybody else does,2
breathing i mean there is nothing really to talk about he is gone and i will never see him again,2
yeah,2
yeah i do not know sometimes i wish i did not know him so i wouldn t,2
this is just this is a terrible life i just do not understand,2
i mean it is just not fair like i do not know why people,2
there should just be some sort of rule that people do not die until they are older because then at least it is expected,2
i do not know what to do,2
i mean you you can go i do not know i do not know what else,2
i hope it rains somehow that ll make me feel more comfortable,2
yeah,2
i just wish there was some way to just bring him back to life magically,2
just you know some thing some genie i need to find a genie bottle,2
i know,2
i did not even,1
know you applied to u s c,1
that is amazing i have seen it on tv um wow i mean well what are you going to major in what are you going to do,1
right,1
yes,1
is u s c known for its history program,1
i know it is a great school and you know,1
it is all about the connections,1
oh you did not just say that,1
i know you are going to be so close,1
i am glad you did,1
that is great i mean i am really glad you are not going to go anywhere you will still be here,1
everything in la is twenty minutes away,1
give or take laughter,1
well congratulations,1
yeah,1
but congrats on the u s c thing,1
the what the i mean,3
okay well that is cool too but like,3
wow you are a winner and a half laughter,1
excuse me,3
no,3
alright so you are not going to believe this but i went home today i looked through the mail and i got an acceptance letter from u s c,1
i am going to u s c yeah,1
